標記目標,標記時間(s),Frame,標記行為,
newBox,0:31,944,cycle,
newBox,0:31,945,cycle,
newBox,0:31,946,cycle,
newBox,0:31,947,cycle,
newBox,0:31,948,cycle,
newBox,0:31,949,cycle,
newBox,0:31,950,cycle,
newBox,0:31,951,cycle,
newBox,0:31,952,cycle,
newBox,0:31,953,cycle,
newBox,0:31,954,cycle,
newBox,0:31,955,cycle,
newBox,0:31,956,cycle,
newBox,0:31,957,cycle,
newBox,0:31,958,cycle,
newBox,0:31,959,cycle,
newBox,0:31,960,cycle,
newBox,0:32,961,cycle,
newBox,0:32,962,cycle,
newBox,0:32,963,cycle,
newBox,0:32,964,cycle,
newBox,0:32,965,cycle,
newBox,0:32,966,cycle,
newBox,0:32,967,cycle,
newBox,0:32,968,cycle,
newBox,0:32,969,cycle,
newBox,0:32,970,cycle,
newBox,0:32,971,cycle,
newBox,0:32,972,cycle,
newBox,0:32,973,cycle,
newBox,0:32,974,cycle,
newBox,0:32,975,cycle,
newBox,0:32,976,cycle,
newBox,0:32,977,cycle,
newBox,0:32,978,cycle,
newBox,0:32,979,cycle,
newBox,0:32,980,cycle,
newBox,0:32,981,cycle,
newBox,0:32,982,cycle,
newBox,0:32,983,cycle,
newBox,0:32,984,cycle,
newBox,0:32,985,cycle,
newBox,0:32,986,cycle,
newBox,0:32,987,cycle,
newBox,0:32,988,cycle,
newBox,0:32,989,cycle,
newBox,0:32,990,cycle,
newBox,0:33,991,cycle,
newBox,0:33,992,cycle,
newBox,0:33,993,cycle,
newBox,0:33,994,cycle,
newBox,0:33,995,cycle,
newBox,0:33,996,cycle,
newBox,0:33,997,cycle,
newBox,0:33,998,cycle,
newBox,0:33,999,cycle,
newBox,0:33,1000,cycle,
newBox,0:33,1001,cycle,
newBox,0:33,1002,cycle,
newBox,0:33,1003,cycle,
newBox,0:33,1004,cycle,
newBox,0:33,1005,cycle,
newBox,0:33,1006,cycle,
newBox,0:33,1007,cycle,
newBox,0:33,1008,cycle,
newBox,0:33,1009,cycle,
newBox,0:33,1010,cycle,
newBox,0:33,1011,cycle,
newBox,0:33,1012,cycle,
newBox,0:33,1013,cycle,
newBox,0:33,1014,cycle,
newBox,0:33,1015,cycle,
newBox,0:33,1016,cycle,
newBox,0:33,1017,cycle,
newBox,0:33,1018,cycle,
newBox,0:33,1019,cycle,
newBox,0:33,1020,cycle,
newBox,0:34,1021,cycle,
newBox,0:34,1022,cycle,
newBox,0:34,1023,cycle,
newBox,0:34,1024,cycle,
newBox,0:34,1025,cycle,
newBox,0:34,1026,cycle,
newBox,0:34,1027,cycle,
newBox,0:34,1028,cycle,
newBox,0:34,1029,cycle,
newBox,0:34,1030,cycle,
newBox,0:34,1031,cycle,
newBox,0:34,1032,cycle,
newBox,0:34,1033,cycle,
newBox,0:34,1034,cycle,
newBox,0:34,1035,cycle,
newBox,0:34,1036,cycle,
newBox,0:34,1037,cycle,
newBox,0:34,1038,cycle,
newBox,0:34,1039,cycle,
newBox,0:34,1040,cycle,
newBox,0:34,1041,cycle,
newBox,0:34,1042,cycle,
newBox,0:34,1043,cycle,
newBox,0:34,1044,cycle,
newBox,0:34,1045,cycle,
newBox,0:34,1046,cycle,
newBox,0:34,1047,cycle,
newBox,0:34,1048,cycle,
newBox,0:34,1049,cycle,
newBox,0:34,1050,cycle,
newBox,0:35,1051,cycle,
newBox,0:35,1052,cycle,
newBox,0:35,1053,cycle,
newBox,0:35,1054,cycle,
newBox,0:35,1055,cycle,
newBox,0:35,1056,cycle,
newBox,0:35,1057,cycle,
newBox,0:35,1058,cycle,
newBox,0:35,1059,cycle,
newBox,0:35,1060,cycle,
newBox,0:35,1061,cycle,
newBox,0:35,1062,cycle,
newBox,0:35,1063,cycle,
newBox,0:35,1064,cycle,
newBox,0:35,1065,cycle,
newBox,0:35,1066,cycle,
newBox,0:35,1067,cycle,
newBox,0:35,1068,cycle,
newBox,0:35,1069,cycle,
